timestamp_ms,ax,ay,az,gx,gy,gz,temp,pitch,roll
4889741,-0.9468,0.0090,-0.1807,-2.7023,1.6641,-1.1145,49.14,79.18,177.14
4890241,-0.9500,0.0115,-0.1775,-3.3206,1.8092,0.6107,49.14,79.40,176.30
4890741,-0.9578,0.0068,-0.1780,-2.4351,1.1603,-1.1679,49.19,79.47,177.80
4891241,-0.9521,0.0120,-0.1746,-2.0305,0.0153,-0.8168,49.14,79.59,176.08
4891741,-0.9568,0.0046,-0.1736,-2.6718,1.6336,-0.8015,49.00,79.71,178.47
4892241,-0.9351,0.0132,-0.1794,-3.1298,0.0000,0.7634,49.19,79.11,175.80
4892741,-0.9521,0.0027,-0.1699,-2.7176,0.8244,-0.8702,48.95,79.88,179.09
4893241,-0.9524,0.0063,-0.1658,-2.5191,0.6641,-1.2672,49.00,80.12,177.81
4893741,-0.9514,0.0039,-0.1707,-2.5038,0.7939,-1.7786,48.72,79.83,178.69
4894241,-0.9482,0.0039,-0.1724,-2.4733,0.9847,-1.0611,48.95,79.70,178.70
4894741,-0.9446,0.0039,-0.1719,-2.5649,0.8855,-0.7710,49.14,79.68,178.70
4895241,-0.9429,0.0059,-0.1794,-2.5344,0.7176,-0.3817,49.00,79.22,178.13
4895741,-0.9495,-0.0156,-0.1672,-1.6641,0.4580,-3.1832,49.19,79.97,-174.66
4896241,-0.9775,0.0166,-0.1812,-1.4275,-1.9771,-0.6489,49.00,79.46,174.76
4896741,-0.9580,-0.0107,-0.1626,-2.7328,4.0687,-1.5496,49.00,80.35,-176.22
4897241,-0.9553,0.0054,-0.1729,-2.8244,0.9542,-0.1832,49.14,79.74,178.22
4897741,-0.9470,0.0081,-0.1780,-2.2290,-0.0840,-0.6031,49.19,79.35,177.41
4898241,-0.9558,0.0061,-0.1655,-2.7481,0.9389,-0.2748,49.14,80.17,177.89
4898741,-0.9492,0.0024,-0.1758,-2.3969,0.7099,-1.4733,49.00,79.51,179.20
4899241,-0.9524,0.0059,-0.1804,-2.5802,1.2061,-1.2214,49.24,79.27,178.14
4899741,-0.9458,-0.0029,-0.1782,-1.6794,1.2443,-2.8626,48.95,79.33,-179.06
4900241,-0.9451,0.0115,-0.1758,-2.4427,1.5802,-1.3053,48.86,79.44,176.27
4900741,-0.9487,0.0085,-0.1797,-2.6031,1.0916,-0.6947,49.14,79.26,177.28
4901241,-0.9480,0.0005,-0.1697,-2.4504,1.1145,-0.8626,49.24,79.85,179.84
4901741,-0.9480,0.0110,-0.1831,-2.4885,0.9313,-1.0229,49.19,79.05,176.57
4902241,-0.9592,0.0066,-0.1814,-2.2443,0.9389,-1.2061,49.14,79.28,177.92
4902741,-0.9539,0.0061,-0.1775,-2.7252,0.9466,-0.8855,48.95,79.45,178.03
4903241,-0.9475,0.0049,-0.1682,-2.2595,1.2061,-1.2672,49.05,79.93,178.34
4903741,-0.9451,-0.0002,-0.1794,-2.0992,0.5649,-1.1985,49.19,79.25,-179.92
4904241,-0.9575,0.0083,-0.1782,-2.7710,1.3435,-0.6107,49.05,79.45,177.33
4904741,-0.9514,0.0098,-0.1802,-2.5802,0.7252,-1.1985,49.00,79.26,176.90
4905241,-0.9529,0.0083,-0.1770,-2.4656,0.7863,-0.9771,49.14,79.47,177.31
4905741,-0.9490,0.0002,-0.1824,-2.5267,1.2824,-0.8702,49.14,79.12,179.92
4906241,-0.9448,0.0095,-0.1780,-2.6107,0.5496,-0.8931,48.72,79.32,176.94
4906741,-0.9622,0.0061,-0.1677,-2.4504,0.4656,-0.5267,49.05,80.11,177.92
4907241,-0.9551,0.0088,-0.1714,-2.3664,1.1908,-0.9008,48.95,79.81,177.06
4907741,-0.9519,-0.0022,-0.1716,-3.0916,1.6641,-0.4885,48.86,79.78,-179.27
4908241,-0.9561,0.0105,-0.1760,-2.5191,0.9389,-0.7481,49.19,79.55,176.59
4908741,-0.9468,0.0068,-0.1768,-2.6412,1.0458,-1.3053,49.14,79.42,177.79
4909241,-0.9492,0.0032,-0.1721,-2.5420,1.0229,-1.0076,48.95,79.72,178.94
4909741,-0.9531,0.0122,-0.1770,-2.3053,0.7405,-1.1679,49.00,79.46,176.05
4910241,-0.9517,0.0081,-0.1760,-2.5420,1.0763,-0.5573,48.95,79.51,177.38
4910741,-0.9490,0.0020,-0.1719,-2.5115,0.8702,-0.9924,49.05,79.73,179.35
4911241,-0.9504,0.0090,-0.1807,-2.5649,1.1069,-0.3588,49.14,79.22,177.14
4911741,-0.9500,0.0034,-0.1682,-2.3817,0.5191,-1.3740,49.00,79.96,178.84
4912241,-0.9451,0.0066,-0.1777,-2.4580,0.8473,-1.3282,49.14,79.34,177.88
4912741,-0.9495,0.0088,-0.1765,-2.5725,1.0000,-1.0763,49.00,79.46,177.15
4913241,-0.9502,0.0073,-0.1692,-2.1145,0.6641,-1.1527,49.05,79.89,177.52
4913741,-0.9487,0.0061,-0.1780,-2.4351,1.0076,-0.9008,48.86,79.37,178.04
4914241,-0.9436,0.0051,-0.1733,-2.2443,1.1145,-0.8855,49.14,79.59,178.31
4914741,-0.9526,0.0117,-0.1753,-2.6565,0.9084,-1.1145,49.14,79.55,176.18
4915241,-0.9514,0.0068,-0.1782,-2.4962,0.7023,-0.3588,49.05,79.38,177.80
4915741,-0.9509,0.0073,-0.1682,-2.5649,0.8244,-0.7786,49.38,79.96,177.51
4916241,-0.9485,0.0073,-0.1785,-2.5573,0.0992,-0.3893,49.05,79.34,177.65
4916741,-0.9521,0.0024,-0.1738,-2.5115,1.9160,-1.7863,49.00,79.65,179.20
4917241,-0.9434,0.0034,-0.1719,-1.7099,-0.3053,-1.5038,49.00,79.67,178.86
4917741,-0.9492,0.0037,-0.1675,-2.9160,0.5802,-1.3053,49.00,79.99,178.75
4918241,-0.9526,0.0007,-0.1726,-2.8473,0.6794,-0.5191,48.95,79.73,179.76
4918741,-0.9612,0.0059,-0.1760,-2.5954,0.2366,-1.3969,49.00,79.62,178.09
4919241,-0.9575,0.0068,-0.1631,-1.6183,1.1221,-3.3282,49.14,80.33,177.60
4919741,-0.9597,0.0061,-0.1643,-1.8779,0.2672,-1.7176,49.00,80.28,177.87
4920241,-0.9626,0.0115,-0.1821,-3.6260,2.2824,0.5725,49.05,79.27,176.39
4920741,-0.9678,0.0117,-0.2004,-2.0076,1.5344,-0.9160,48.72,78.28,176.65
4921241,-0.9578,0.0044,-0.1912,-2.4733,1.6718,-1.2061,49.14,78.71,178.68
4921741,-0.9192,-0.0022,-0.1682,-3.5878,2.6412,0.7634,49.19,79.63,-179.25
4922241,-0.9539,-0.0002,-0.1743,-2.8626,0.7405,1.2824,48.95,79.64,-179.92
4922741,-0.9463,0.0044,-0.1755,-2.7176,2.4580,-0.1603,49.14,79.49,178.57
4923241,-0.9529,0.0093,-0.1489,-2.1450,0.8015,-0.9084,48.95,81.10,176.44
4923741,-0.9497,0.0095,-0.1589,-2.6412,0.6947,-0.8168,49.14,80.48,176.57
4924241,-0.9609,0.0076,-0.1763,-2.2061,1.0763,-2.0153,49.38,79.60,177.54
4924741,-0.9482,0.0049,-0.1841,-2.4351,1.5496,-1.7863,49.19,79.01,178.48
4925241,-0.9314,0.0137,-0.1890,-2.8321,1.8473,0.0611,49.00,78.50,175.86
4925741,-0.9578,0.0151,-0.1821,-2.3053,-0.3969,-0.7405,49.14,79.20,175.25
4926241,-0.9607,0.0034,-0.1602,-2.4656,-0.1679,-0.8397,49.05,80.53,178.78
4926741,-0.9492,0.0134,-0.1831,-2.8015,1.6031,-0.3893,49.14,79.05,175.81
4927241,-0.9565,0.0000,-0.1643,-2.4046,0.8855,-0.8168,49.14,80.25,180.00
4927741,-0.9495,0.0107,-0.1831,-2.3435,0.7557,-1.2061,49.19,79.07,176.64
4928241,-0.9482,0.0051,-0.1763,-2.6870,1.1374,-0.6489,49.00,79.47,178.33
4928741,-0.9509,0.0081,-0.1741,-2.4885,0.5496,-1.0000,49.19,79.62,177.35
4929241,-0.9526,0.0095,-0.1711,-2.6412,0.6794,-1.0992,49.05,79.80,176.82
4929741,-0.9507,0.0112,-0.1721,-2.3893,0.9008,-1.0000,49.05,79.72,176.27
4930241,-0.9482,0.0076,-0.1731,-2.5267,1.0916,-1.1985,49.00,79.65,177.50
4930741,-0.9500,0.0112,-0.1731,-2.5420,1.3664,-1.2137,49.14,79.65,176.29
4931241,-0.9490,0.0083,-0.1729,-2.4885,1.0153,-0.6718,49.00,79.67,177.25
4931741,-0.9495,0.0110,-0.1733,-2.3893,0.8626,-1.1756,49.19,79.63,176.37
4932241,-0.9473,0.0039,-0.1716,-2.5496,0.7786,-1.2137,48.86,79.73,178.70
4932741,-0.9497,0.0078,-0.1714,-2.4198,0.5115,-0.8321,49.00,79.76,177.39
4933241,-0.9458,0.0103,-0.1826,-2.3893,0.9924,-1.1985,48.81,79.05,176.79
4933741,-0.9487,0.0115,-0.1726,-2.7481,1.3740,-0.7786,48.95,79.67,176.20
4934241,-0.9578,0.0088,-0.1692,-2.3664,0.6794,-1.0992,49.00,79.97,177.03
4934741,-0.9456,0.0085,-0.1758,-2.5496,0.8855,-1.0763,49.24,79.46,177.22
4935241,-0.9563,0.0037,-0.1755,-2.6641,0.7634,-1.1069,49.14,79.60,178.80
4935741,-0.9490,0.0078,-0.1760,-2.6031,0.6489,-0.7328,49.05,79.48,177.46
4936241,-0.9495,0.0093,-0.1746,-2.5725,1.0763,-1.0076,49.14,79.57,176.96
4936741,-0.9546,0.0046,-0.1665,-2.6031,0.7176,-0.9466,49.00,80.10,178.40
4937241,-0.9509,0.0083,-0.1763,-2.6489,1.0305,-0.9008,49.05,79.49,177.30
4937741,-0.9500,0.0105,-0.1797,-2.5802,0.9695,-0.9389,49.00,79.27,176.66
4938241,-0.9495,0.0098,-0.1736,-2.6489,0.9924,-0.9389,49.05,79.62,176.78
4938741,-0.9500,0.0090,-0.1746,-2.5802,1.1832,-0.7634,48.86,79.57,177.04
4939241,-0.9500,0.0010,-0.1707,-2.4809,1.3359,-0.6489,49.00,79.82,179.67
4939741,-0.9531,0.0115,-0.1731,-2.5420,0.6412,-0.5802,49.19,79.68,176.21
4940241,-0.9524,0.0083,-0.1711,-2.4351,0.8168,-0.8931,49.00,79.80,177.22
4940741,-0.9507,0.0056,-0.1780,-2.5573,0.7863,-0.9237,49.05,79.39,178.19
4941241,-0.9487,0.0085,-0.1733,-2.4427,0.5038,-1.0611,49.14,79.63,177.18
4941741,-0.9487,0.0046,-0.1746,-2.5191,1.0916,-1.1832,49.24,79.57,178.48
4942241,-0.9495,0.0061,-0.1736,-2.4580,1.1832,-1.0000,49.05,79.63,177.99
4942741,-0.9470,0.0105,-0.1736,-2.7099,1.2366,-0.4809,49.00,79.59,176.54
4943241,-0.9583,0.0100,-0.1716,-2.5573,0.4504,-0.4504,49.14,79.83,176.66
4943741,-0.9507,0.0134,-0.1785,-2.5191,0.7710,-0.8168,49.00,79.34,175.70
4944241,-0.9526,0.0098,-0.1753,-2.4275,0.6336,-0.9924,49.14,79.56,176.81
4944741,-0.9500,0.0061,-0.1753,-2.8550,1.2977,-0.8931,48.95,79.54,178.01
4945241,-0.9517,0.0088,-0.1753,-2.2595,0.8931,-1.1603,49.24,79.55,177.13
4945741,-0.9497,0.0103,-0.1907,-2.6031,0.6718,-1.4733,49.00,78.63,176.92
4946241,-0.9705,-0.0085,-0.1494,-2.2214,0.4351,-2.0305,49.24,81.23,-176.73
4946741,-0.9651,0.0151,-0.1785,-3.3588,1.2214,0.0687,48.95,79.49,175.15
4947241,-0.9548,0.0085,-0.1760,-2.3893,0.7252,-0.8397,48.72,79.54,177.22
4947741,-0.9492,0.0068,-0.1753,-1.8244,-0.3359,-1.5954,49.00,79.53,177.77
4948241,-1.0918,0.1367,-0.3726,-53.1603,-24.0458,55.0992,49.05,70.02,159.85
4948741,-0.0505,1.0173,-0.2129,-0.0916,-28.7481,84.7634,49.24,2.78,101.82
4949241,0.0381,0.9749,-0.6746,67.0382,51.9618,-8.1985,49.14,-1.84,124.68
4949741,-0.7275,0.8555,0.1143,0.8244,-36.6031,12.3969,48.67,40.13,82.39
4950241,0.1985,0.9099,-0.1709,35.1374,-24.3588,-21.9618,49.00,-12.10,100.64
4950741,0.1541,0.9583,-0.1899,0.3511,1.3511,1.6870,48.86,-8.96,101.21
4951241,0.1621,0.9509,-0.1797,-2.5420,0.5267,-0.7023,49.14,-9.51,100.70
4951741,0.1526,0.9490,-0.1995,-2.0992,0.2901,-1.5191,48.86,-8.94,101.87
4952241,0.1489,0.9412,-0.1873,-2.8779,1.4656,-0.4275,49.24,-8.82,101.25
4952741,0.0139,0.9807,-0.1399,-3.2443,-1.1603,-3.7176,49.14,-0.80,98.12
4953241,0.1404,0.9468,-0.1992,-2.5573,0.6718,-1.2824,49.00,-8.26,101.88
4953741,0.1531,0.9395,-0.1897,-2.5573,0.9008,-0.3740,49.38,-9.07,101.42
4954241,0.1401,0.9482,-0.2053,-2.5267,0.4962,-1.5115,48.95,-8.22,102.22
4954741,0.1294,0.9390,-0.2031,-2.5954,0.5267,-0.9924,49.00,-7.67,102.21
4955241,0.1389,0.9460,-0.2029,-2.5420,0.1756,-1.2595,49.14,-8.17,102.10
4955741,0.1577,0.9453,-0.1948,-2.5344,1.1832,-0.1374,48.86,-9.28,101.65
4956241,0.1384,0.9448,-0.1956,-2.3893,0.6718,-1.2824,48.81,-8.16,101.69
4956741,0.1462,0.9561,-0.1995,-2.2214,1.1298,-0.7557,49.00,-8.52,101.78
4957241,0.1401,0.9519,-0.1987,-2.3893,0.8168,-1.1679,49.05,-8.20,101.79
4957741,0.1477,0.9438,-0.1965,-2.4885,0.4580,-1.0229,49.05,-8.71,101.76
4958241,0.1392,0.9417,-0.2012,-2.3359,0.8092,-0.6870,49.00,-8.22,102.06
4958741,0.1509,0.9434,-0.2017,-2.5802,0.9542,-0.9313,49.14,-8.89,102.07
4959241,0.1479,0.9507,-0.2021,-2.3969,0.8931,-0.9008,49.05,-8.66,102.00
4959741,0.1436,0.9458,-0.2029,-2.8626,0.9008,-0.9084,49.00,-8.44,102.11
4960241,0.1372,0.9463,-0.1892,-2.5954,0.9847,-0.7786,49.05,-8.09,101.31
4960741,0.1458,0.9438,-0.1990,-2.2519,0.8550,-1.1832,49.24,-8.59,101.90
4961241,0.1541,0.9463,-0.2026,-2.3817,0.4198,-1.2137,48.95,-9.04,102.09
4961741,0.1619,1.0071,-0.1973,-1.5267,0.0458,-1.8168,49.00,-8.96,101.08
4962241,0.1448,0.9521,-0.2009,-2.0763,-0.1603,-1.6031,48.95,-8.46,101.92
4962741,0.1458,0.9448,-0.2046,-2.1679,0.6107,-1.0076,48.95,-8.57,102.22
4963241,0.1399,0.9502,-0.2068,-2.6336,0.7786,-0.9237,49.19,-8.19,102.28
4963741,0.1455,0.9456,-0.1975,-2.6718,0.6947,-0.9618,48.95,-8.57,101.80
4964241,0.1482,0.9441,-0.2112,-2.7023,0.8779,-0.7252,48.95,-8.71,102.61
4964741,0.1411,0.9470,-0.2017,-2.4656,1.1145,-1.0382,49.24,-8.29,102.02
4965241,0.1443,0.9490,-0.1943,-2.3511,0.8321,-0.8321,49.14,-8.47,101.57
4965741,0.1426,0.9473,-0.2021,-2.4580,0.4275,-0.8168,49.24,-8.37,102.05
4966241,0.1379,0.9482,-0.2034,-2.4122,0.7252,-0.9924,49.24,-8.10,102.10
4966741,0.1392,0.9463,-0.2065,-2.3893,0.8321,-0.8168,49.19,-8.18,102.31
4967241,0.1428,0.9500,-0.1958,-2.7634,0.3664,-1.3435,49.14,-8.38,101.65
4967741,0.1511,0.9429,-0.2122,-2.5420,1.0534,-0.9084,49.00,-8.89,102.68
4968241,0.1333,0.9448,-0.1990,-2.4885,0.4198,-1.1069,49.00,-7.86,101.89
4968741,0.1450,0.9434,-0.2085,-2.7099,0.9008,-0.8550,49.14,-8.54,102.46
4969241,0.1431,0.9492,-0.2019,-2.5496,0.7405,-0.9160,49.14,-8.39,102.01
4969741,0.1418,0.9480,-0.2051,-2.4733,0.8397,-0.9313,49.14,-8.32,102.21
4970241,0.1404,0.9407,-0.2012,-2.7557,1.0458,-0.9084,49.00,-8.30,102.07
4970741,0.1389,0.9446,-0.2019,-2.6183,1.0229,-1.0153,48.95,-8.18,102.07
4971241,0.1396,0.9431,-0.2029,-2.5191,0.7634,-0.9313,49.33,-8.24,102.14
4971741,0.1396,0.9465,-0.2083,-2.2519,0.9389,-1.0000,48.95,-8.20,102.41
4972241,0.1414,0.9414,-0.1997,-2.3588,1.1985,-1.0687,49.19,-8.36,101.98
4972741,0.1406,0.9407,-0.2119,-2.3282,0.9160,-0.7557,49.14,-8.30,102.70
4973241,0.1350,0.9409,-0.2061,-2.5496,0.8015,-0.8626,49.00,-7.98,102.35
4973741,0.1370,0.9460,-0.2000,-2.6107,1.0687,-0.8626,49.24,-8.06,101.93
4974241,0.1392,0.9482,-0.2048,-2.4885,0.9008,-1.0382,48.86,-8.16,102.19
4974741,0.1323,0.9478,-0.2068,-2.3664,0.9542,-0.8321,49.00,-7.77,102.31
4975241,0.1418,0.9438,-0.2021,-2.2443,0.9847,-1.2290,49.19,-8.36,102.09
4975741,0.1401,0.9417,-0.2000,-2.5344,0.6565,-1.0458,49.00,-8.28,101.99
4976241,0.1382,0.9492,-0.1990,-2.4275,0.8397,-0.6870,49.19,-8.11,101.84
4976741,0.1423,0.9507,-0.2029,-2.1908,0.5420,-0.8931,48.95,-8.33,102.05
4977241,0.1414,0.9402,-0.2053,-2.7252,1.1985,-1.0305,48.86,-8.36,102.32
4977741,0.1353,0.9490,-0.1975,-2.6031,0.9237,-1.5573,49.00,-7.94,101.76
4978241,0.1394,0.9385,-0.2085,-2.5802,0.7863,-0.7863,48.95,-8.25,102.53
4978741,0.1396,0.9429,-0.2065,-2.6031,1.0000,-0.8321,48.95,-8.23,102.36
4979241,0.1411,0.9465,-0.1965,-2.3359,0.9237,-1.0076,48.95,-8.30,101.73
4979741,0.1477,0.9436,-0.2148,-2.4733,1.0534,-0.7405,49.14,-8.68,102.83
4980241,0.1379,0.9470,-0.2029,-2.3435,0.8702,-0.9237,49.24,-8.11,102.09
4980741,0.1492,0.9556,-0.2075,-2.0687,0.7863,-1.2824,48.95,-8.67,102.25
4981241,0.1501,0.9514,-0.2043,-2.4809,0.7786,-0.8931,49.14,-8.77,102.12
4981741,0.1367,0.9431,-0.2053,-2.4198,1.0000,-0.9847,48.86,-8.06,102.28
4982241,0.1331,0.9392,-0.2068,-2.4504,0.9389,-1.1832,49.00,-7.88,102.42
4982741,0.1411,0.9387,-0.2131,-2.7176,0.8931,-0.4198,49.14,-8.34,102.79
4983241,0.1360,0.9561,-0.2043,-2.3282,0.9160,-1.2748,49.00,-7.92,102.06
4983741,0.1404,0.9475,-0.2034,-2.3435,0.6794,-1.1221,49.24,-8.24,102.11
4984241,0.1399,0.9478,-0.2083,-2.5115,0.7557,-0.9237,49.00,-8.20,102.39
4984741,0.1377,0.9441,-0.2063,-2.4885,1.0534,-0.9389,49.05,-8.11,102.33
4985241,0.1411,0.9456,-0.2117,-2.2672,0.9313,-1.0916,49.00,-8.29,102.62
4985741,0.1423,0.9480,-0.2053,-2.5802,0.7405,-0.7405,49.14,-8.35,102.22
4986241,0.1428,0.9419,-0.2053,-2.4046,1.0229,-0.9237,49.14,-8.43,102.30
4986741,0.1365,0.9478,-0.1997,-2.3969,0.7481,-1.0916,49.14,-8.02,101.90
4987241,0.1411,0.9475,-0.2095,-2.5267,0.6870,-0.9389,49.00,-8.27,102.47
4987741,0.1428,0.9490,-0.2102,-2.4427,0.7786,-1.0076,48.72,-8.36,102.49
4988241,0.1394,0.9436,-0.2017,-2.5573,0.9847,-1.2137,48.86,-8.22,102.06
4988741,0.1475,0.9429,-0.2095,-2.6031,0.7634,-0.9466,49.14,-8.68,102.53
4989241,0.1340,0.9448,-0.2048,-2.3817,0.6336,-1.0840,49.00,-7.89,102.23
4989741,0.1440,0.9480,-0.2041,-2.3130,0.8244,-1.0611,48.86,-8.45,102.15
4990241,0.1445,0.9541,-0.2002,-2.4198,0.9924,-1.1603,49.14,-8.43,101.85
4990741,0.1338,0.9487,-0.1987,-2.5038,0.8702,-0.9008,49.33,-7.86,101.83
4991241,0.1475,0.9448,-0.2063,-2.3511,0.9160,-1.1221,49.19,-8.67,102.32
4991741,0.1394,0.9463,-0.2068,-2.5038,0.6031,-1.1908,49.19,-8.19,102.33
4992241,0.1375,0.9502,-0.2034,-2.4198,0.8550,-0.9771,49.19,-8.05,102.08
4992741,0.1458,0.9446,-0.2117,-2.6107,0.9084,-0.7252,49.00,-8.56,102.63
4993241,0.1333,0.9429,-0.2048,-2.5191,0.9695,-0.9618,49.14,-7.87,102.26
4993741,0.1428,0.9492,-0.2039,-2.3588,0.6947,-1.0076,49.05,-8.37,102.12
4994241,0.1396,0.9487,-0.2017,-2.5573,0.6412,-0.9771,49.05,-8.19,102.00
4994741,0.1375,0.9485,-0.2102,-2.7176,0.5649,-0.9008,49.00,-8.05,102.50
4995241,0.1362,0.9465,-0.2078,-2.5038,0.5725,-0.7710,49.05,-8.00,102.38
4995741,0.1409,0.9453,-0.2017,-2.4198,0.5954,-0.8779,49.14,-8.29,102.04
4996241,0.1387,0.9460,-0.1990,-2.6412,0.8015,-0.8244,49.14,-8.16,101.88
4996741,0.1372,0.9424,-0.2048,-2.3893,0.9160,-0.8779,48.95,-8.10,102.26
4997241,0.1357,0.9463,-0.2112,-2.4656,0.8321,-0.7405,49.00,-7.97,102.58
4997741,0.1426,0.9473,-0.2078,-2.6336,0.9008,-0.9771,49.19,-8.36,102.37
4998241,0.1362,0.9475,-0.2048,-2.4046,0.7863,-0.8626,49.05,-8.00,102.20
4998741,0.1409,0.9529,-0.2112,-2.5420,1.1069,-0.7328,49.14,-8.21,102.50
4999241,0.1411,0.9480,-0.2051,-2.4122,0.8092,-1.1069,49.24,-8.28,102.21
4999741,0.1445,0.9448,-0.2117,-2.4351,0.6794,-0.7786,49.00,-8.49,102.63
5000241,0.1384,0.9448,-0.2104,-2.3664,0.9160,-1.0153,49.14,-8.14,102.56
5000741,0.1460,0.9465,-0.2095,-2.2672,1.0687,-1.2901,49.14,-8.56,102.48
5001241,0.1387,0.9399,-0.2080,-2.4427,0.6336,-0.8168,49.05,-8.20,102.48
5001741,0.1414,0.9387,-0.2048,-2.6565,1.1298,-0.9084,49.05,-8.37,102.31
5002241,0.1455,0.9485,-0.2095,-2.4656,0.8550,-0.9160,49.05,-8.52,102.45
5002741,0.1409,0.9553,-0.2019,-2.1450,0.8015,-0.6641,49.19,-8.21,101.93
5003241,0.1406,0.9392,-0.2078,-2.6336,0.7557,-0.8015,48.95,-8.32,102.47
5003741,0.1384,0.9448,-0.2002,-2.3435,0.8855,-1.2214,49.33,-8.16,101.96
5004241,0.1377,0.9482,-0.2078,-2.7328,0.9389,-0.8779,48.81,-8.07,102.36
5004741,0.1475,0.9443,-0.2109,-2.6107,0.8931,-1.0611,48.95,-8.67,102.59
5005241,0.1321,0.9487,-0.2078,-2.4885,0.9542,-0.9466,49.14,-7.74,102.35
5005741,0.1357,0.9458,-0.2043,-2.5954,0.8473,-0.9847,49.05,-7.99,102.19
5006241,0.1440,0.9424,-0.2085,-2.5191,1.0763,-0.8321,48.81,-8.49,102.48
5006741,0.1355,0.9448,-0.2014,-2.4733,1.1450,-1.1450,48.86,-7.98,102.03
5007241,0.1396,0.9451,-0.2073,-2.4656,0.8244,-1.2290,49.05,-8.21,102.37
5007741,0.1375,0.9487,-0.2090,-2.6794,0.7328,-0.8092,49.00,-8.05,102.42
5008241,0.1367,0.9434,-0.2048,-2.5496,0.7710,-0.8397,49.05,-8.06,102.25
5008741,0.1394,0.9412,-0.2012,-2.5115,0.9695,-1.0687,49.24,-8.24,102.07
5009241,0.1399,0.9426,-0.2102,-2.6260,1.0153,-0.9542,49.00,-8.24,102.57
5009741,0.1414,0.9417,-0.2068,-2.4962,1.1069,-1.0916,48.95,-8.34,102.39
5010241,0.1367,0.9441,-0.2026,-2.5649,0.6183,-1.0916,49.05,-8.06,102.11
5010741,0.1389,0.9463,-0.2129,-2.4656,0.7252,-0.9237,49.19,-8.15,102.68
5011241,0.1338,0.9419,-0.2070,-2.3740,0.8855,-0.9542,48.86,-7.90,102.40
5011741,0.1416,0.9417,-0.2063,-2.6489,0.7863,-0.8244,49.19,-8.36,102.36
5012241,0.1333,0.9434,-0.2048,-2.4427,0.6183,-1.0229,49.05,-7.86,102.25
5012741,0.1372,0.9460,-0.2102,-2.3893,0.9695,-1.0153,49.05,-8.06,102.53
5013241,0.1377,0.9446,-0.2085,-2.6794,1.1298,-1.2443,49.14,-8.10,102.45
5013741,0.1379,0.9487,-0.2004,-2.6183,1.0458,-0.9008,49.00,-8.10,101.93
5014241,0.1411,0.9490,-0.2114,-2.2901,0.8321,-0.8626,49.05,-8.26,102.56
5014741,0.1404,0.9460,-0.2041,-2.6183,0.6947,-1.1145,49.00,-8.25,102.17
5015241,0.1414,0.9460,-0.2058,-2.6794,0.8931,-0.6031,49.05,-8.31,102.27
5015741,0.1372,0.9402,-0.2080,-2.1603,0.7710,-1.0458,49.24,-8.11,102.48
5016241,0.1335,0.9490,-0.2158,-2.6031,0.7939,-0.7786,48.95,-7.81,102.81
5016741,0.1443,0.9595,-0.2151,-2.4580,0.9084,-0.5725,48.95,-8.35,102.64
5017241,0.1382,0.9438,-0.2097,-2.5725,0.6336,-1.2290,49.19,-8.13,102.53
5017741,0.1323,0.9470,-0.2056,-2.4656,1.0000,-0.7328,48.95,-7.78,102.25
5018241,0.1396,0.9426,-0.2056,-2.3511,1.0763,-0.9695,49.05,-8.24,102.30
5018741,0.1384,0.9453,-0.2041,-2.4046,0.9237,-0.7786,49.33,-8.15,102.18
5019241,0.1355,0.9500,-0.2061,-2.4198,0.9008,-0.9389,49.00,-7.94,102.24
5019741,0.1448,0.9414,-0.2083,-2.6260,1.0305,-1.3740,49.00,-8.54,102.47
5020241,0.1387,0.9431,-0.2053,-2.8168,1.1527,-0.9618,49.14,-8.18,102.28
5020741,0.1360,0.9507,-0.2034,-2.5191,0.8473,-1.1527,49.00,-7.96,102.07
5021241,0.1448,0.9419,-0.2114,-2.6718,0.9924,-0.8244,49.14,-8.53,102.65
5021741,0.1313,0.9485,-0.2063,-2.5420,0.8702,-0.9008,49.00,-7.71,102.27
5022241,0.1350,0.9470,-0.2021,-2.4733,0.7023,-1.0763,48.95,-7.94,102.05
5022741,0.1462,0.9419,-0.2124,-2.4351,0.8244,-1.2519,49.14,-8.61,102.71
5023241,0.1350,0.9443,-0.2102,-2.5954,1.1145,-0.8626,48.86,-7.94,102.55
5023741,0.1396,0.9407,-0.2068,-2.0458,0.8931,-0.8855,49.05,-8.25,102.40
5024241,0.1372,0.9485,-0.2065,-2.3664,0.6489,-0.8092,49.05,-8.05,102.28
5024741,0.1389,0.9460,-0.2031,-2.5344,1.1069,-0.9542,49.05,-8.17,102.12
5025241,0.1387,0.9470,-0.2102,-2.3817,0.9008,-1.0534,49.00,-8.14,102.51
5025741,0.1348,0.9507,-0.2095,-2.4733,0.7710,-0.7099,48.86,-7.88,102.43
5026241,0.1421,0.9458,-0.2078,-2.5496,0.9084,-0.9847,48.72,-8.35,102.39
5026741,0.1411,0.9490,-0.2043,-2.5115,0.8244,-1.0534,49.00,-8.27,102.15
5027241,0.1377,0.9397,-0.2100,-2.5725,0.7328,-1.1756,49.14,-8.14,102.59
5027741,0.1428,0.9473,-0.2075,-2.2137,0.9084,-1.1450,48.95,-8.38,102.36
5028241,0.1345,0.9436,-0.2085,-2.3206,0.7405,-0.9924,49.00,-7.92,102.46
5028741,0.1384,0.9434,-0.2112,-2.5344,0.6718,-0.5649,48.95,-8.15,102.62
