timestamp_ms,ax,ay,az,gx,gy,gz,temp,pitch,roll
1409241,-0.8032,-0.5073,-0.1575,-2.6336,1.1221,-0.8473,47.97,56.52,-107.24
1409741,-0.8142,-0.5012,-0.1514,-2.3130,1.2061,-0.9084,47.97,57.26,-106.80
1410241,-0.8379,-0.5178,-0.1531,-3.0000,-0.0305,-0.5267,48.11,57.20,-106.47
1410741,-0.8032,-0.5222,-0.1399,-2.5725,2.7710,-1.3664,47.92,56.06,-105.00
1411241,-0.8213,-0.5029,-0.1528,-2.5115,0.9160,-1.0534,47.82,57.38,-106.90
1411741,-0.8174,-0.5093,-0.1533,-2.1374,0.4351,-0.9924,47.92,56.95,-106.75
1412241,-0.8245,-0.5190,-0.1462,-2.3511,1.1450,-1.1679,47.97,56.81,-105.74
1412741,-0.8196,-0.5093,-0.1572,-2.3206,0.9237,-0.8397,47.92,56.96,-107.16
1413241,-0.8118,-0.5042,-0.1514,-2.3969,1.0153,-1.0611,47.97,57.04,-106.71
1413741,-0.8191,-0.5117,-0.1514,-2.3969,0.9695,-0.9008,48.34,56.92,-106.48
1414241,-0.8154,-0.5120,-0.1521,-2.7710,1.2214,-1.0916,48.15,56.78,-106.55
1414741,-0.8203,-0.5061,-0.1565,-2.0076,1.2137,-0.9389,48.11,57.15,-107.18
1415241,-0.8179,-0.5117,-0.1504,-2.5344,1.4122,-1.1527,48.11,56.89,-106.38
1415741,-0.8164,-0.5100,-0.1509,-2.7252,1.3740,-0.9389,48.01,56.92,-106.48
1416241,-0.8149,-0.5122,-0.1504,-2.7786,1.1908,-1.1298,47.97,56.77,-106.36
1416741,-0.8154,-0.5105,-0.1543,-2.4733,0.5954,-1.0076,47.97,56.81,-106.82
1417241,-0.8022,-0.5073,-0.1675,-2.5344,0.6565,-0.9695,47.78,56.34,-108.27
1417741,-0.8174,-0.5117,-0.1487,-2.5649,1.0458,-1.0305,47.97,56.90,-106.20
1418241,-0.8098,-0.5100,-0.1536,-2.4580,0.7405,-1.0382,47.97,56.67,-106.76
1418741,-0.8230,-0.5081,-0.1553,-2.6412,0.7252,-1.0076,47.97,57.16,-106.99
1419241,-0.8201,-0.5066,-0.1533,-2.8015,1.1832,-1.1679,47.82,57.16,-106.84
1419741,-0.8215,-0.5081,-0.1448,-2.4580,1.1756,-1.2672,47.64,57.26,-105.91
1420241,-0.8096,-0.5137,-0.1699,-2.5267,0.4580,-0.6870,48.11,56.24,-108.30
1420741,-0.8081,-0.5098,-0.1626,-2.6336,1.0611,-0.8397,48.01,56.49,-107.69
1421241,-0.7756,-0.4993,-0.1602,-3.5038,3.2824,-1.3359,47.82,55.94,-107.79
1421741,-0.7812,-0.5085,-0.1653,-2.7634,1.2443,-0.9618,47.78,55.61,-108.00
1422241,-0.8149,-0.5098,-0.1572,-2.0458,0.6031,-1.0153,47.97,56.79,-107.14
1422741,-0.8074,-0.5110,-0.1562,-2.5267,0.7863,-1.1985,48.11,56.50,-107.00
1423241,-0.8137,-0.5078,-0.1565,-2.6489,0.8397,-0.9084,48.11,56.85,-107.13
1423741,-0.8137,-0.5127,-0.1560,-2.3359,0.4351,-1.0000,47.82,56.63,-106.92
1424241,-0.8103,-0.5100,-0.1628,-2.4046,0.7405,-1.0916,47.78,56.55,-107.71
1424741,-0.8025,-0.5000,-0.1609,-2.8168,1.0382,-0.7405,48.11,56.79,-107.84
1425241,-0.8228,-0.5122,-0.1431,-2.4962,1.1527,-1.3053,47.92,57.12,-105.61
1425741,-0.8135,-0.5056,-0.1531,-2.3206,1.1908,-1.1832,48.11,57.00,-106.84
1426241,-0.8210,-0.5117,-0.1501,-2.4275,0.7176,-0.7863,47.97,57.00,-106.35
1426741,-0.8196,-0.5046,-0.1558,-2.2443,1.2901,-1.2519,48.20,57.20,-107.15
1427241,-0.8132,-0.5083,-0.1511,-2.4198,1.1908,-1.1221,48.11,56.89,-106.56
1427741,-0.8154,-0.5100,-0.1553,-2.4198,0.7939,-0.9847,48.11,56.82,-106.93
1428241,-0.8284,-0.5110,-0.1531,-2.2290,0.7099,-1.1603,48.20,57.22,-106.68
1428741,-0.8191,-0.5127,-0.1519,-2.6031,0.9542,-1.1145,48.11,56.86,-106.50
1429241,-0.7974,-0.5005,-0.1523,-3.0611,2.4275,-1.5496,47.97,56.73,-106.93
1429741,-0.7981,-0.5176,-0.1719,-2.5191,1.0611,-0.6870,47.97,55.65,-108.37
1430241,-0.8142,-0.5171,-0.1519,-2.1832,0.8244,-1.0763,47.97,56.50,-106.37
1430741,-0.8164,-0.5066,-0.1523,-2.3588,0.6641,-0.6794,47.97,57.06,-106.74
1431241,-0.8289,-0.5110,-0.1492,-2.5191,0.8779,-0.9924,47.97,57.29,-106.27
1431741,-0.8232,-0.5112,-0.1472,-2.7252,1.6336,-1.2748,48.11,57.13,-106.06
1432241,-0.8157,-0.5046,-0.1575,-2.3282,0.8779,-1.0305,48.01,57.05,-107.33
1432741,-0.8137,-0.5132,-0.1506,-2.3130,1.0000,-1.0229,48.15,56.68,-106.36
1433241,-0.8218,-0.5142,-0.1460,-2.5496,1.0840,-1.3664,48.29,56.96,-105.85
1433741,-0.8225,-0.5117,-0.1509,-2.3588,0.7176,-0.9084,48.01,57.03,-106.43
1434241,-0.8066,-0.5088,-0.1599,-2.2366,1.0305,-1.3893,47.97,56.53,-107.45
1434741,-0.8225,-0.5112,-0.1497,-2.7481,1.4580,-1.0916,47.97,57.07,-106.32
1435241,-0.8103,-0.5066,-0.1577,-2.4656,0.9618,-0.8397,47.97,56.78,-107.29
1435741,-0.8140,-0.5073,-0.1592,-2.4580,0.9084,-0.9313,47.97,56.85,-107.42
1436241,-0.8193,-0.5159,-0.1497,-2.3053,0.8015,-1.0305,48.29,56.75,-106.18
1436741,-0.8176,-0.5144,-0.1558,-2.4733,0.6412,-0.9847,48.01,56.68,-106.85
1437241,-0.8098,-0.5054,-0.1628,-2.6947,1.0687,-0.9084,47.97,56.75,-107.86
1437741,-0.8196,-0.5095,-0.1499,-2.5267,1.1985,-0.9389,48.15,57.06,-106.39
1438241,-0.8188,-0.5107,-0.1562,-2.2901,0.4885,-0.7023,47.97,56.88,-107.01
1438741,-0.8201,-0.5095,-0.1531,-2.4427,0.7328,-1.0992,47.97,57.03,-106.72
1439241,-0.8118,-0.5151,-0.1514,-2.4885,0.8168,-1.2214,48.01,56.52,-106.37
1439741,-0.8167,-0.5122,-0.1543,-2.6718,1.0763,-0.8931,48.29,56.77,-106.76
1440241,-0.8118,-0.5127,-0.1624,-2.4962,0.9924,-0.9008,47.78,56.48,-107.57
1440741,-0.8215,-0.5110,-0.1489,-2.5649,1.2595,-1.0687,48.11,57.06,-106.25
1441241,-0.8318,-0.5129,-0.1526,-2.4198,1.1298,-1.1908,48.11,57.24,-106.57
1441741,-0.8147,-0.5068,-0.1541,-2.8015,1.1756,-1.3511,47.97,56.97,-106.91
1442241,-0.8118,-0.5139,-0.1484,-2.4427,0.7786,-1.0382,47.97,56.62,-106.11
1442741,-0.8130,-0.5095,-0.1472,-2.4809,1.0229,-1.0076,48.01,56.88,-106.12
1443241,-0.8120,-0.5139,-0.1545,-2.6031,0.5878,-1.0076,47.97,56.54,-106.74
1443741,-0.8171,-0.5168,-0.1594,-2.6870,0.8550,-1.0000,47.97,56.50,-107.14
1444241,-0.8191,-0.5085,-0.1572,-2.2748,0.4656,-0.9771,48.29,56.98,-107.18
1444741,-0.8403,-0.5117,-0.1448,-2.7557,1.0763,-1.3435,47.82,57.67,-105.80
1445241,-0.8044,-0.5076,-0.1584,-3.1145,1.5344,-1.0916,47.97,56.54,-107.34
1445741,-0.8152,-0.5085,-0.1387,-2.6412,1.6031,-1.2901,47.97,57.11,-105.25
1446241,-0.8218,-0.5098,-0.1641,-2.1221,0.2137,-0.6870,47.92,56.91,-107.84
1446741,-0.8208,-0.5085,-0.1443,-3.0000,1.3511,-1.3053,48.11,57.22,-105.84
1447241,-0.8445,-0.4658,-0.1931,-2.6489,1.7557,3.8779,48.20,59.16,-112.52
1447741,-0.8425,-0.4871,-0.1516,-2.8702,1.5878,-1.3588,47.82,58.81,-107.29
1448241,-0.8167,-0.5264,-0.1387,-2.8092,1.1679,-1.2290,47.97,56.32,-104.76
1448741,-0.8184,-0.5037,-0.1594,-2.3359,0.6183,-0.9313,48.15,57.16,-107.56
1449241,-0.8186,-0.5176,-0.1499,-2.5954,0.9160,-1.0229,48.01,56.64,-106.15
1449741,-0.8152,-0.5085,-0.1497,-2.4580,0.9924,-1.0992,48.01,56.96,-106.40
1450241,-0.8137,-0.5120,-0.1582,-2.4427,0.8244,-0.8855,48.11,56.63,-107.17
1450741,-0.8149,-0.5129,-0.1436,-2.3053,0.9160,-1.1221,47.92,56.83,-105.64
1451241,-0.8196,-0.5103,-0.1509,-2.5038,1.0611,-1.0000,48.01,57.01,-106.47
1451741,-0.8135,-0.5105,-0.1558,-2.4809,1.2061,-0.8550,48.11,56.73,-106.97
1452241,-0.8110,-0.5100,-0.1431,-2.3282,0.9237,-1.0458,48.11,56.85,-105.67
1452741,-0.8240,-0.5071,-0.1506,-2.4809,1.2672,-0.8092,47.97,57.30,-106.54
1453241,-0.8171,-0.5115,-0.1516,-2.4580,0.8015,-0.8626,47.97,56.86,-106.51
1453741,-0.8213,-0.5125,-0.1484,-2.6870,0.9924,-1.1145,48.11,56.99,-106.15
1454241,-0.8149,-0.5110,-0.1526,-2.5344,1.0916,-0.9466,48.15,56.80,-106.63
1454741,-0.8188,-0.5137,-0.1499,-2.6260,1.0916,-1.0763,47.64,56.84,-106.27
1455241,-0.8169,-0.5164,-0.1519,-2.3435,0.8397,-1.0763,47.97,56.62,-106.39
1455741,-0.8191,-0.5090,-0.1555,-2.4885,0.8550,-0.6412,47.92,56.98,-106.99
1456241,-0.8230,-0.5068,-0.1562,-2.6565,0.7328,-0.6947,47.92,57.20,-107.13
1456741,-0.8259,-0.5105,-0.1453,-2.3817,0.7786,-0.8702,48.01,57.27,-105.88
1457241,-0.8123,-0.4968,-0.1538,-3.3206,2.1221,-1.3588,47.78,57.37,-107.20
1457741,-0.7896,-0.5151,-0.1636,-2.9466,1.4122,-0.1145,47.97,55.61,-107.62
1458241,-0.8174,-0.4983,-0.1533,-2.7252,1.2824,-1.1298,48.11,57.47,-107.10
1458741,-0.8237,-0.5171,-0.1448,-2.5573,1.4656,-1.2824,48.11,56.90,-105.64
1459241,-0.8281,-0.5085,-0.1526,-2.3969,0.3740,-0.9847,47.97,57.33,-106.70
1459741,-0.8127,-0.5115,-0.1602,-2.6183,0.7252,-0.9008,48.29,56.60,-107.39
1460241,-0.8179,-0.5051,-0.1516,-2.6718,0.9008,-1.2519,48.11,57.18,-106.71
1460741,-0.8223,-0.5183,-0.1450,-2.3359,0.7252,-0.9847,48.11,56.79,-105.63
1461241,-0.8093,-0.5105,-0.1587,-2.2977,0.1374,-0.8626,48.11,56.55,-107.27
1461741,-0.8057,-0.5015,-0.1594,-2.4580,1.3130,-0.9618,47.97,56.85,-107.64
1462241,-0.8188,-0.5120,-0.1521,-2.4504,1.1527,-1.1221,48.01,56.89,-106.55
1462741,-0.8225,-0.5083,-0.1526,-2.6260,1.4198,-1.1908,48.11,57.17,-106.71
1463241,-0.8098,-0.5168,-0.1580,-2.2366,0.4504,-1.0000,48.29,56.28,-106.99
1463741,-0.8167,-0.5129,-0.1555,-2.4122,1.2595,-1.1679,48.15,56.72,-106.87
1464241,-0.8193,-0.5010,-0.1458,-2.6336,1.2366,-1.3130,48.29,57.51,-106.22
1464741,-0.8142,-0.5088,-0.1509,-2.4656,1.0611,-1.1298,47.97,56.90,-106.52
1465241,-0.8159,-0.5103,-0.1584,-2.5191,1.0763,-1.1298,48.11,56.78,-107.25
1465741,-0.8198,-0.5127,-0.1521,-2.3664,0.9771,-1.1679,48.11,56.88,-106.52
1466241,-0.8154,-0.5056,-0.1458,-2.2977,0.7710,-1.3359,48.01,57.17,-106.08
1466741,-0.8201,-0.5085,-0.1519,-2.3664,0.8702,-0.8702,48.11,57.09,-106.63
1467241,-0.8330,-0.5186,-0.1433,-2.5115,1.4122,-1.5954,48.11,57.14,-105.45
1467741,-0.7683,-0.4993,-0.1694,-2.6870,1.3130,-0.9542,48.01,55.54,-108.75
1468241,-0.8342,-0.4927,-0.1265,-2.5878,0.3435,-0.9847,47.97,58.63,-104.40
1468741,-0.8276,-0.5159,-0.1492,-1.7099,0.2977,-1.0763,48.01,57.02,-106.13
1469241,-0.8242,-0.5107,-0.1582,-2.2595,0.6489,-1.2824,47.97,57.03,-107.21
1469741,-0.8142,-0.5066,-0.1482,-3.4580,-0.1985,-0.4962,48.01,57.05,-106.31
1470241,-0.8647,-0.5264,-0.1216,-2.8397,1.8015,-2.0763,48.11,58.01,-103.01
1470741,-0.8079,-0.5044,-0.1511,-2.6947,1.4275,-1.2595,48.15,56.90,-106.68
1471241,-0.8113,-0.5007,-0.1526,-2.8550,1.2672,-0.7939,47.92,57.17,-106.95
1471741,-0.8074,-0.5103,-0.1519,-2.1298,0.4580,-0.9313,48.11,56.60,-106.57
1472241,-0.8123,-0.5059,-0.1570,-2.7939,1.2519,-1.2748,48.11,56.89,-107.24
1472741,-0.7915,-0.5085,-0.1582,-2.8244,1.3053,-0.8702,47.97,56.06,-107.28
1473241,-0.8308,-0.5107,-0.1355,-2.0076,0.2519,-1.5420,48.11,57.54,-104.86
1473741,-0.8079,-0.5020,-0.1572,-2.3130,1.1908,-1.2901,48.11,56.93,-107.39
1474241,-0.8289,-0.4907,-0.1484,-2.7176,1.3130,-1.5496,48.11,58.26,-106.83
1474741,-0.8293,-0.5208,-0.1663,-1.1603,0.0458,-0.0992,48.20,56.61,-107.71
1475241,-0.8225,-0.5137,-0.1582,-2.7481,1.0458,-0.8779,48.11,56.84,-107.12
1475741,-0.8054,-0.5161,-0.1204,-1.3740,0.4046,-2.1603,48.15,56.66,-103.13
1476241,-0.8303,-0.5103,-0.1555,-1.7786,-0.1908,-0.8015,48.15,57.28,-106.95
1476741,-0.8008,-0.5105,-0.1560,-3.1756,1.7023,-0.7557,48.11,56.31,-106.99
1477241,-0.7939,-0.5034,-0.1550,-2.6107,1.6260,-1.0840,47.97,56.44,-107.12
1477741,-0.8330,-0.4961,-0.1509,-2.0763,-0.1603,-0.7176,48.11,58.10,-106.92
1478241,-0.8208,-0.5190,-0.1458,-3.0076,2.0458,-1.0763,47.97,56.70,-105.69
1478741,-0.7849,-0.5269,-0.1704,-3.3282,2.8779,-0.4122,48.29,54.80,-107.92
1479241,-0.8289,-0.5171,-0.1707,-1.2595,0.1450,-0.9924,47.97,56.70,-108.26
1479741,-0.8101,-0.5220,-0.1643,-2.6031,1.0229,-1.0611,47.92,55.96,-107.47
1480241,-0.8401,-0.5059,-0.1755,-1.0382,-0.3588,-0.7863,48.01,57.49,-109.14
1480741,-0.8357,-0.5220,-0.1384,-2.4046,-0.3435,-1.0687,48.15,57.13,-104.85
1481241,-0.8064,-0.5051,-0.1592,-2.0534,0.9695,-1.4198,48.11,56.70,-107.49
1481741,-0.8196,-0.5112,-0.1589,-1.9008,0.9847,-0.8931,48.11,56.85,-107.27
1482241,-0.8064,-0.5142,-0.1470,-1.8626,1.6947,-0.9771,47.97,56.45,-105.95
1482741,-0.8254,-0.5181,-0.1558,-2.6565,0.4885,-1.1679,48.11,56.76,-106.73
1483241,-0.8081,-0.5149,-0.1392,-3.4275,0.6031,-1.7405,48.11,56.57,-105.12
1483741,-0.7771,-0.5098,-0.1758,-2.1832,2.0687,-0.2443,48.11,55.24,-109.03
1484241,-0.8115,-0.5039,-0.1626,-2.0687,0.0458,-0.7786,47.97,56.88,-107.88
1484741,-0.8303,-0.5254,-0.1418,-3.2901,0.1450,-0.5573,47.97,56.76,-105.11
1485241,-0.8413,-0.5295,-0.1333,-2.7405,0.3435,-1.8931,47.97,57.01,-104.13
1485741,-0.8206,-0.5176,-0.1523,-2.8168,1.8702,-1.3053,47.97,56.67,-106.40
1486241,-0.8169,-0.5322,-0.1624,-2.5038,2.8702,-1.5649,48.01,55.74,-106.96
1486741,-0.8037,-0.5093,-0.1558,-2.3359,0.5878,-0.8550,47.78,56.47,-107.01
1487241,-0.8140,-0.5127,-0.1584,-2.4885,0.8931,-1.0840,48.01,56.60,-107.17
1487741,-0.8149,-0.5088,-0.1545,-2.5420,1.1832,-0.8244,47.97,56.88,-106.90
1488241,-0.8188,-0.5088,-0.1494,-2.4275,0.7634,-1.0611,48.01,57.07,-106.37
1488741,-0.8225,-0.5149,-0.1582,-2.4733,1.1603,-1.2443,48.11,56.78,-107.08
1489241,-0.8174,-0.5071,-0.1489,-2.4504,1.3053,-0.8779,47.78,57.11,-106.37
1489741,-0.8198,-0.5122,-0.1550,-2.5878,1.1908,-1.1069,48.15,56.86,-106.84
1490241,-0.7920,-0.4905,-0.1738,-2.0534,-0.0458,-1.2748,47.82,56.69,-109.51
1490741,-0.8450,-0.5168,-0.1392,-1.7634,0.2672,-0.9466,48.11,57.65,-105.07
1491241,-0.8577,-0.5298,-0.1306,-2.8550,0.0305,-2.1145,48.34,57.54,-103.85
1491741,-0.8025,-0.5071,-0.1594,-2.1069,0.2977,-0.7328,48.01,56.48,-107.45
1492241,-0.7971,-0.5127,-0.1550,-2.7939,1.0916,-0.9313,48.11,56.10,-106.82
1492741,-0.8125,-0.5056,-0.1565,-2.5573,0.6718,-0.8931,48.11,56.92,-107.20
1493241,-0.8171,-0.5127,-0.1482,-2.5038,1.1527,-1.3359,47.78,56.85,-106.12
1493741,-0.8179,-0.5005,-0.1553,-2.3588,1.1603,-0.9466,47.97,57.35,-107.24
1494241,-0.7959,-0.5007,-0.1580,-2.3359,0.5649,-0.7710,48.11,56.59,-107.51
1494741,-0.8389,-0.5183,-0.1426,-2.4656,1.3206,-1.1374,48.15,57.35,-105.38
1495241,-0.8105,-0.5168,-0.1526,-2.6183,1.2366,-0.8092,48.11,56.38,-106.45
1495741,-0.8176,-0.5125,-0.1628,-2.3740,0.3969,-1.0153,48.11,56.67,-107.63
1496241,-0.8203,-0.5083,-0.1594,-2.2595,0.8015,-0.6183,47.82,57.00,-107.41
1496741,-0.8164,-0.5190,-0.1509,-2.5573,0.7557,-1.0611,47.92,56.49,-106.21
1497241,-0.8213,-0.5002,-0.1558,-2.3969,0.8321,-1.1298,47.92,57.46,-107.30
1497741,-0.8135,-0.5095,-0.1519,-2.5115,1.0840,-1.0687,48.11,56.83,-106.60
1498241,-0.8247,-0.5095,-0.1499,-2.2443,0.7863,-1.3893,48.11,57.22,-106.39
1498741,-0.8113,-0.5139,-0.1541,-2.4809,1.0076,-1.1679,48.11,56.52,-106.69
1499241,-0.8140,-0.5085,-0.1506,-2.2443,0.6794,-1.2290,47.97,56.91,-106.50
1499741,-0.8167,-0.5081,-0.1531,-2.4122,1.1985,-1.0992,48.11,56.99,-106.77
1500241,-0.8159,-0.5083,-0.1492,-2.5802,0.9695,-0.9771,48.11,57.01,-106.36
1500741,-0.8191,-0.5085,-0.1536,-2.0382,0.7939,-1.1069,47.97,57.03,-106.80
1501241,-0.8040,-0.5061,-0.1567,-2.8550,1.3282,-1.0153,47.92,56.61,-107.21
1501741,-0.8171,-0.5098,-0.1499,-2.5496,1.2748,-1.2748,48.15,56.97,-106.39
1502241,-0.8191,-0.5095,-0.1487,-2.6870,0.9160,-1.1450,47.82,57.06,-106.27
1502741,-0.8147,-0.5037,-0.1572,-2.4580,0.8168,-1.0305,47.78,57.07,-107.34
1503241,-0.5647,-0.4419,-0.1475,-0.6641,1.6489,3.6489,47.97,50.48,-108.45
1503741,-0.8140,-0.5952,-0.1067,-4.8550,-1.5725,-1.5649,47.97,53.39,-100.16
1504241,-0.7913,-0.5125,-0.1724,-2.3969,1.0534,-0.3206,47.82,55.66,-108.59
1504741,-0.8020,-0.5100,-0.1570,-2.0916,0.0763,-0.8321,47.78,56.36,-107.11
1505241,-0.8254,-0.5093,-0.1577,-2.4046,1.3130,-1.0611,48.11,57.14,-107.21
1505741,-0.8188,-0.5193,-0.1492,-2.4656,1.0153,-1.0534,47.97,56.58,-106.03
1506241,-0.8215,-0.5105,-0.1494,-2.3817,0.9618,-0.7099,47.78,57.08,-106.31
1506741,-0.8118,-0.5046,-0.1506,-2.3893,0.9466,-0.8550,47.97,57.03,-106.62
1507241,-0.8105,-0.5076,-0.1494,-2.5191,1.1908,-1.2214,47.97,56.86,-106.40
1507741,-0.8228,-0.5078,-0.1492,-2.5802,0.8855,-1.2214,48.11,57.25,-106.37
1508241,-0.8171,-0.5107,-0.1545,-2.5344,1.5191,-1.4046,48.01,56.85,-106.83
1508741,-0.8108,-0.5095,-0.1641,-2.3817,0.7557,-0.7099,48.11,56.57,-107.85
1509241,-0.8220,-0.5054,-0.1489,-2.4656,0.7710,-1.0840,47.97,57.34,-106.42
1509741,-0.8098,-0.5098,-0.1555,-2.6412,1.1374,-1.2214,48.29,56.65,-106.97
1510241,-0.8130,-0.5083,-0.1543,-2.4046,0.9237,-1.1603,47.78,56.84,-106.89
1510741,-0.8176,-0.5144,-0.1462,-2.6031,1.1450,-0.8244,47.78,56.81,-105.87
1511241,-0.8152,-0.5107,-0.1492,-2.5573,1.0076,-1.0687,48.01,56.87,-106.28
1511741,-0.8181,-0.5063,-0.1597,-2.6260,0.8626,-1.0229,47.78,57.02,-107.50
1512241,-0.8120,-0.5105,-0.1514,-2.4962,1.2748,-1.0763,48.11,56.75,-106.52
1512741,-0.8206,-0.5115,-0.1501,-2.6565,1.0534,-0.9160,47.92,56.99,-106.36
1513241,-0.8171,-0.5068,-0.1641,-2.3588,0.8931,-0.9160,47.97,56.90,-107.94
1513741,-0.8159,-0.5093,-0.1533,-2.6336,1.2824,-1.3511,48.11,56.90,-106.75
1514241,-0.8181,-0.5120,-0.1567,-2.2901,0.6412,-1.0763,47.97,56.80,-107.02
1514741,-0.8047,-0.5088,-0.1548,-2.3053,0.6947,-0.9008,47.97,56.54,-106.92
1515241,-0.8096,-0.5100,-0.1555,-2.5420,0.8626,-1.0687,48.11,56.63,-106.96
1515741,-0.8098,-0.5056,-0.1458,-2.4962,1.4122,-1.0458,48.11,56.98,-106.08
1516241,-0.8179,-0.5071,-0.1499,-2.4885,0.7023,-0.6718,47.97,57.12,-106.47
1516741,-0.8162,-0.5100,-0.1494,-2.5649,0.5267,-1.0534,48.01,56.93,-106.33
1517241,-0.8206,-0.5154,-0.1538,-2.5038,0.7481,-0.7099,48.01,56.76,-106.62
1517741,-0.8076,-0.5083,-0.1523,-2.5649,1.3740,-1.2901,48.01,56.69,-106.68
1518241,-0.8120,-0.5066,-0.1533,-2.5038,0.8397,-0.9389,48.15,56.90,-106.84
1518741,-0.8242,-0.5129,-0.1577,-2.3817,0.4656,-0.6107,48.11,56.93,-107.09
1519241,-0.8147,-0.5093,-0.1541,-2.7328,0.9924,-1.1298,47.97,56.85,-106.83
1519741,-0.8108,-0.5122,-0.1511,-2.5344,1.1450,-0.8931,47.97,56.63,-106.44
1520241,-0.8164,-0.5100,-0.1545,-2.4885,0.8397,-1.0153,48.15,56.87,-106.86
1520741,-0.8113,-0.5127,-0.1553,-2.3740,1.2595,-1.0305,48.34,56.56,-106.85
1521241,-0.8125,-0.5076,-0.1521,-2.5344,1.1069,-1.0305,48.11,56.89,-106.68
1521741,-0.8191,-0.5137,-0.1555,-2.7176,1.2214,-1.2519,48.20,56.77,-106.84
1522241,-0.8215,-0.5149,-0.1582,-2.9542,0.6794,-0.9237,48.15,56.75,-107.08
1522741,-0.8206,-0.5144,-0.1545,-2.7099,1.1298,-1.1069,48.11,56.79,-106.72
1523241,-0.8164,-0.5093,-0.1455,-2.2748,1.2519,-0.9008,48.15,57.03,-105.95
1523741,-0.8179,-0.5154,-0.1538,-2.5649,1.1603,-1.2061,48.11,56.67,-106.62
1524241,-0.8164,-0.5083,-0.1526,-2.4046,1.3053,-1.4122,47.78,56.97,-106.71
1524741,-0.8140,-0.5085,-0.1562,-2.3893,0.9542,-0.7786,47.97,56.83,-107.08
1525241,-0.8215,-0.5100,-0.1506,-2.5496,0.8855,-0.7863,48.01,57.08,-106.45
1525741,-0.8196,-0.5134,-0.1558,-2.5725,0.8321,-0.9695,47.82,56.79,-106.88
1526241,-0.8142,-0.5085,-0.1523,-2.6794,1.3664,-1.0000,47.92,56.90,-106.68
1526741,-0.7947,-0.5146,-0.1370,-2.6565,2.8550,-2.1069,48.11,56.17,-104.90
1527241,-0.8259,-0.5078,-0.1521,-2.7176,1.0916,-1.0992,47.82,57.31,-106.67
1527741,-0.8091,-0.5098,-0.1641,-2.0229,0.2824,-0.6107,47.97,56.50,-107.84
1528241,-0.8164,-0.5144,-0.1592,-2.1221,0.3588,-1.0229,48.01,56.59,-107.19
1528741,-0.8198,-0.5107,-0.1501,-2.4198,1.1298,-1.1603,47.97,57.00,-106.38
1529241,-0.8318,-0.5144,-0.1511,-2.0305,0.8779,-1.3359,48.01,57.20,-106.37
1529741,-0.8132,-0.5122,-0.1609,-2.6107,1.1527,-0.9389,47.97,56.57,-107.44
1530241,-0.8167,-0.5103,-0.1570,-2.5267,0.9771,-0.9313,48.15,56.83,-107.10
1530741,-0.8152,-0.5127,-0.1528,-2.8244,0.9618,-1.2977,47.97,56.72,-106.60
1531241,-0.8130,-0.5120,-0.1536,-2.4962,1.0382,-0.8855,48.01,56.68,-106.70
1531741,-0.8005,-0.5010,-0.1511,-2.5573,0.9618,-0.7710,48.20,56.83,-106.79
1532241,-0.8152,-0.5090,-0.1555,-2.4046,0.7786,-0.9542,47.97,56.86,-106.99
1532741,-0.8179,-0.4998,-0.1604,-2.4656,0.3969,-1.0611,48.11,57.31,-107.79
1533241,-0.8171,-0.5061,-0.1606,-2.2977,0.9389,-1.3206,48.11,56.98,-107.61
1533741,-0.8225,-0.5090,-0.1450,-2.2901,0.9313,-1.1069,48.11,57.24,-105.90
1534241,-0.8169,-0.5168,-0.1477,-2.3664,1.0229,-1.1679,48.11,56.65,-105.95
1534741,-0.8174,-0.5098,-0.1562,-2.1374,0.0382,-0.9313,47.97,56.88,-107.04
1535241,-0.8044,-0.5139,-0.1553,-2.1603,0.5573,-0.9389,48.15,56.28,-106.81
1535741,-0.8374,-0.5198,-0.1470,-2.7176,1.4275,-1.1679,47.92,57.18,-105.79
1536241,-0.8057,-0.5032,-0.1604,-2.4351,1.0687,-1.0305,47.78,56.75,-107.68
1536741,-0.8169,-0.5059,-0.1562,-2.4427,0.8550,-0.7710,48.11,57.05,-107.16
1537241,-0.8135,-0.5085,-0.1592,-2.4504,0.9618,-1.2977,48.20,56.77,-107.38
1537741,-0.8145,-0.5139,-0.1538,-2.5725,1.1908,-0.8855,48.15,56.63,-106.66
1538241,-0.8127,-0.5090,-0.1604,-2.5191,0.8244,-0.7176,47.82,56.71,-107.49
1538741,-0.8188,-0.5085,-0.1484,-2.5038,0.8473,-1.0687,47.97,57.10,-106.27
1539241,-0.8235,-0.5112,-0.1533,-2.2214,0.8550,-0.9160,48.20,57.05,-106.69
1539741,-0.8020,-0.5154,-0.1509,-2.4809,1.1374,-0.9008,47.97,56.19,-106.32
1540241,-0.8411,-0.5330,-0.1707,-2.7328,0.9008,-0.7099,47.92,56.36,-107.76
1540741,-0.8079,-0.5134,-0.1440,-2.6336,0.8931,-0.8931,47.97,56.57,-105.67
1541241,-0.8047,-0.4900,-0.1584,-2.8244,0.9924,-0.9084,48.11,57.38,-107.92
1541741,-0.8188,-0.5137,-0.1516,-2.3511,0.7023,-0.8244,47.82,56.81,-106.44
1542241,-0.8137,-0.5127,-0.1511,-2.5115,0.9618,-1.3664,48.20,56.70,-106.42
1542741,-0.8162,-0.5122,-0.1611,-2.4580,1.0458,-1.0916,47.97,56.66,-107.46
